"DateTime","Date","Hour","X"
2015-07-09 18:00:00,2015-07-09,18,0.0334
2015-07-09 19:00:00,2015-07-09,19,0.0302
2015-07-09 20:00:00,2015-07-09,20,0.0266
2015-07-09 21:00:00,2015-07-09,21,0.0265
2015-07-09 22:00:00,2015-07-09,22,0.0209
2015-07-09 23:00:00,2015-07-09,23,0.0126
2015-07-10,2015-07-10,0,0.0073
2015-07-10 01:00:00,2015-07-10,1,0.0053
2015-07-10 02:00:00,2015-07-10,2,0.0061
2015-07-10 03:00:00,2015-07-10,3,0.0103
2015-07-10 04:00:00,2015-07-10,4,0.0264
2015-07-10 05:00:00,2015-07-10,5,0.0644
2015-07-10 06:00:00,2015-07-10,6,0.1083
2015-07-10 07:00:00,2015-07-10,7,0.1401
2015-07-10 08:00:00,2015-07-10,8,0.0919
2015-07-10 09:00:00,2015-07-10,9,0.0859
2015-07-10 10:00:00,2015-07-10,10,0.0736
2015-07-10 11:00:00,2015-07-10,11,0.061
2015-07-10 12:00:00,2015-07-10,12,0.0577
2015-07-10 13:00:00,2015-07-10,13,0.0615
2015-07-10 14:00:00,2015-07-10,14,0.0604
2015-07-10 15:00:00,2015-07-10,15,0.0456
2015-07-10 16:00:00,2015-07-10,16,0.041
2015-07-10 17:00:00,2015-07-10,17,0.0407
2015-07-10 18:00:00,2015-07-10,18,0.0387
2015-07-10 19:00:00,2015-07-10,19,0.0372
2015-07-10 20:00:00,2015-07-10,20,0.0323
2015-07-10 21:00:00,2015-07-10,21,0.0316
2015-07-10 22:00:00,2015-07-10,22,0.0278
2015-07-10 23:00:00,2015-07-10,23,0.0189
2015-07-11,2015-07-11,0,0.0109
2015-07-11 01:00:00,2015-07-11,1,0.0074
2015-07-11 02:00:00,2015-07-11,2,0.006
2015-07-11 03:00:00,2015-07-11,3,0.0072
2015-07-11 04:00:00,2015-07-11,4,0.0116
2015-07-11 05:00:00,2015-07-11,5,0.0243
2015-07-11 06:00:00,2015-07-11,6,0.0331
2015-07-11 07:00:00,2015-07-11,7,0.0418
2015-07-11 08:00:00,2015-07-11,8,0.0503
2015-07-11 09:00:00,2015-07-11,9,0.0502
2015-07-11 10:00:00,2015-07-11,10,0.0508
2015-07-11 11:00:00,2015-07-11,11,0.0518
2015-07-11 12:00:00,2015-07-11,12,0.0549
2015-07-11 13:00:00,2015-07-11,13,0.052
2015-07-11 14:00:00,2015-07-11,14,0.0648
2015-07-11 15:00:00,2015-07-11,15,0.059
2015-07-11 16:00:00,2015-07-11,16,0.0626
2015-07-11 17:00:00,2015-07-11,17,0.0656
2015-07-11 18:00:00,2015-07-11,18,0.0464
2015-07-11 19:00:00,2015-07-11,19,0.0377
2015-07-11 20:00:00,2015-07-11,20,0.0351
2015-07-11 21:00:00,2015-07-11,21,0.0372
2015-07-11 22:00:00,2015-07-11,22,0.0341
2015-07-11 23:00:00,2015-07-11,23,0.0249
2015-07-12,2015-07-12,0,0.0137
2015-07-12 01:00:00,2015-07-12,1,0.0081
2015-07-12 02:00:00,2015-07-12,2,0.0059
2015-07-12 03:00:00,2015-07-12,3,0.0051
2015-07-12 04:00:00,2015-07-12,4,0.0074
2015-07-12 05:00:00,2015-07-12,5,0.0138
2015-07-12 06:00:00,2015-07-12,6,0.0179
2015-07-12 07:00:00,2015-07-12,7,0.0136
2015-07-12 08:00:00,2015-07-12,8,0.0311
2015-07-12 09:00:00,2015-07-12,9,0.0403
2015-07-12 10:00:00,2015-07-12,10,0.0468
2015-07-12 11:00:00,2015-07-12,11,0.0474
2015-07-12 12:00:00,2015-07-12,12,0.0484
2015-07-12 13:00:00,2015-07-12,13,0.0553
2015-07-12 14:00:00,2015-07-12,14,0.0514
2015-07-12 15:00:00,2015-07-12,15,0.0502
2015-07-12 16:00:00,2015-07-12,16,0.0503
2015-07-12 17:00:00,2015-07-12,17,0.0477
2015-07-12 18:00:00,2015-07-12,18,0.0434
2015-07-12 19:00:00,2015-07-12,19,0.0403
2015-07-12 20:00:00,2015-07-12,20,0.039
2015-07-12 21:00:00,2015-07-12,21,0.0338
2015-07-12 22:00:00,2015-07-12,22,0.0265
2015-07-12 23:00:00,2015-07-12,23,0.0162
2015-07-13,2015-07-13,0,0.0089
2015-07-13 01:00:00,2015-07-13,1,0.0058
2015-07-13 02:00:00,2015-07-13,2,0.0057
2015-07-13 03:00:00,2015-07-13,3,0.0095
2015-07-13 04:00:00,2015-07-13,4,0.0268
2015-07-13 05:00:00,2015-07-13,5,0.0713
2015-07-13 06:00:00,2015-07-13,6,0.1588
2015-07-13 07:00:00,2015-07-13,7,0.195
2015-07-13 08:00:00,2015-07-13,8,0.2073
2015-07-13 09:00:00,2015-07-13,9,0.1136
2015-07-13 10:00:00,2015-07-13,10,0.0652
2015-07-13 11:00:00,2015-07-13,11,0.0528
2015-07-13 12:00:00,2015-07-13,12,0.0541
2015-07-13 13:00:00,2015-07-13,13,0.0552
2015-07-13 14:00:00,2015-07-13,14,0.0517
2015-07-13 15:00:00,2015-07-13,15,0.0437
2015-07-13 16:00:00,2015-07-13,16,0.037
2015-07-13 17:00:00,2015-07-13,17,0.0368
2015-07-13 18:00:00,2015-07-13,18,0.0321
2015-07-13 19:00:00,2015-07-13,19,0.0279
2015-07-13 20:00:00,2015-07-13,20,0.0258
2015-07-13 21:00:00,2015-07-13,21,0.0256
2015-07-13 22:00:00,2015-07-13,22,0.0202
2015-07-13 23:00:00,2015-07-13,23,0.0125
2015-07-14,2015-07-14,0,0.0068
2015-07-14 01:00:00,2015-07-14,1,0.0047
2015-07-14 02:00:00,2015-07-14,2,0.0056
2015-07-14 03:00:00,2015-07-14,3,0.0098
2015-07-14 04:00:00,2015-07-14,4,0.027
2015-07-14 05:00:00,2015-07-14,5,0.0716
2015-07-14 06:00:00,2015-07-14,6,0.1131
2015-07-14 07:00:00,2015-07-14,7,0.289
2015-07-14 08:00:00,2015-07-14,8,0.3078
2015-07-14 09:00:00,2015-07-14,9,0.3276
2015-07-14 10:00:00,2015-07-14,10,0.229
2015-07-14 11:00:00,2015-07-14,11,0.0535
2015-07-14 12:00:00,2015-07-14,12,0.0528
2015-07-14 13:00:00,2015-07-14,13,0.0548
2015-07-14 14:00:00,2015-07-14,14,0.0513
2015-07-14 15:00:00,2015-07-14,15,0.0409
2015-07-14 16:00:00,2015-07-14,16,0.0397
2015-07-14 17:00:00,2015-07-14,17,0.0411
2015-07-14 18:00:00,2015-07-14,18,0.0349
2015-07-14 19:00:00,2015-07-14,19,0.0298
2015-07-14 20:00:00,2015-07-14,20,0.0263
2015-07-14 21:00:00,2015-07-14,21,0.0265
2015-07-14 22:00:00,2015-07-14,22,0.02
2015-07-14 23:00:00,2015-07-14,23,0.0126
2015-07-15,2015-07-15,0,0.0069
2015-07-15 01:00:00,2015-07-15,1,0.0046
2015-07-15 02:00:00,2015-07-15,2,0.0052
2015-07-15 03:00:00,2015-07-15,3,0.0098
2015-07-15 04:00:00,2015-07-15,4,0.0269
2015-07-15 05:00:00,2015-07-15,5,0.0703
2015-07-15 06:00:00,2015-07-15,6,0.1458
2015-07-15 07:00:00,2015-07-15,7,0.2583
2015-07-15 08:00:00,2015-07-15,8,0.3112
2015-07-15 09:00:00,2015-07-15,9,0.2541
2015-07-15 10:00:00,2015-07-15,10,0.0728
2015-07-15 11:00:00,2015-07-15,11,0.0553
2015-07-15 12:00:00,2015-07-15,12,0.0538
2015-07-15 13:00:00,2015-07-15,13,0.0579
2015-07-15 14:00:00,2015-07-15,14,0.0554
2015-07-15 15:00:00,2015-07-15,15,0.0431
2015-07-15 16:00:00,2015-07-15,16,0.0374
2015-07-15 17:00:00,2015-07-15,17,0.0373
2015-07-15 18:00:00,2015-07-15,18,0.0333
2015-07-15 19:00:00,2015-07-15,19,0.0306
2015-07-15 20:00:00,2015-07-15,20,0.0275
2015-07-15 21:00:00,2015-07-15,21,0.0273
2015-07-15 22:00:00,2015-07-15,22,0.0185
2015-07-15 23:00:00,2015-07-15,23,0.0136
2015-07-16,2015-07-16,0,0.0067
2015-07-16 01:00:00,2015-07-16,1,0.0048
2015-07-16 02:00:00,2015-07-16,2,0.0055
2015-07-16 03:00:00,2015-07-16,3,0.0098
2015-07-16 04:00:00,2015-07-16,4,0.0274
2015-07-16 05:00:00,2015-07-16,5,0.0724
2015-07-16 06:00:00,2015-07-16,6,0.1262
2015-07-16 07:00:00,2015-07-16,7,0.2938
2015-07-16 08:00:00,2015-07-16,8,0.1775
2015-07-16 09:00:00,2015-07-16,9,0.0937
2015-07-16 10:00:00,2015-07-16,10,0.0752
2015-07-16 11:00:00,2015-07-16,11,0.0563
2015-07-16 12:00:00,2015-07-16,12,0.0559
2015-07-16 13:00:00,2015-07-16,13,0.0596
2015-07-16 14:00:00,2015-07-16,14,0.0469
2015-07-16 15:00:00,2015-07-16,15,0.0478
2015-07-16 16:00:00,2015-07-16,16,0.0386
2015-07-16 17:00:00,2015-07-16,17,0.0404
2015-07-16 18:00:00,2015-07-16,18,0.0342
2015-07-16 19:00:00,2015-07-16,19,0.0327
2015-07-16 20:00:00,2015-07-16,20,0.0288
2015-07-16 21:00:00,2015-07-16,21,0.0284
2015-07-16 22:00:00,2015-07-16,22,0.0226
2015-07-16 23:00:00,2015-07-16,23,0.014
2015-07-17,2015-07-17,0,0.0084
2015-07-17 01:00:00,2015-07-17,1,0.0055
2015-07-17 02:00:00,2015-07-17,2,0.0062
2015-07-17 03:00:00,2015-07-17,3,0.0105
2015-07-17 04:00:00,2015-07-17,4,0.0265
2015-07-17 05:00:00,2015-07-17,5,0.0696
2015-07-17 06:00:00,2015-07-17,6,0.0919
2015-07-17 07:00:00,2015-07-17,7,0.1381
2015-07-17 08:00:00,2015-07-17,8,0.0962
2015-07-17 09:00:00,2015-07-17,9,0.0813
2015-07-17 10:00:00,2015-07-17,10,0.0717
2015-07-17 11:00:00,2015-07-17,11,0.0583
2015-07-17 12:00:00,2015-07-17,12,0.0586
2015-07-17 13:00:00,2015-07-17,13,0.0623
2015-07-17 14:00:00,2015-07-17,14,0.0591
2015-07-17 15:00:00,2015-07-17,15,0.044
2015-07-17 16:00:00,2015-07-17,16,0.0389
2015-07-17 17:00:00,2015-07-17,17,0.0372
2015-07-17 18:00:00,2015-07-17,18,0.0356
2015-07-17 19:00:00,2015-07-17,19,0.0352
2015-07-17 20:00:00,2015-07-17,20,0.0316
2015-07-17 21:00:00,2015-07-17,21,0.0302
2015-07-17 22:00:00,2015-07-17,22,0.026
2015-07-17 23:00:00,2015-07-17,23,0.0177
2015-07-18,2015-07-18,0,0.0107
2015-07-18 01:00:00,2015-07-18,1,0.007
2015-07-18 02:00:00,2015-07-18,2,0.0064
2015-07-18 03:00:00,2015-07-18,3,0.0074
2015-07-18 04:00:00,2015-07-18,4,0.0114
2015-07-18 05:00:00,2015-07-18,5,0.0231
2015-07-18 06:00:00,2015-07-18,6,0.0291
2015-07-18 07:00:00,2015-07-18,7,0.0382
2015-07-18 08:00:00,2015-07-18,8,0.0504
2015-07-18 09:00:00,2015-07-18,9,0.0514
2015-07-18 10:00:00,2015-07-18,10,0.0518
2015-07-18 11:00:00,2015-07-18,11,0.0528
2015-07-18 12:00:00,2015-07-18,12,0.0511
2015-07-18 13:00:00,2015-07-18,13,0.0548
2015-07-18 14:00:00,2015-07-18,14,0.0511
2015-07-18 15:00:00,2015-07-18,15,0.0533
2015-07-18 16:00:00,2015-07-18,16,0.0514
2015-07-18 17:00:00,2015-07-18,17,0.0486
2015-07-18 18:00:00,2015-07-18,18,0.0412
2015-07-18 19:00:00,2015-07-18,19,0.0356
2015-07-18 20:00:00,2015-07-18,20,0.0331
2015-07-18 21:00:00,2015-07-18,21,0.0356
2015-07-18 22:00:00,2015-07-18,22,0.0324
2015-07-18 23:00:00,2015-07-18,23,0.0222
2015-07-19,2015-07-19,0,0.013
2015-07-19 01:00:00,2015-07-19,1,0.0075
2015-07-19 02:00:00,2015-07-19,2,0.0059
2015-07-19 03:00:00,2015-07-19,3,0.0048
2015-07-19 04:00:00,2015-07-19,4,0.0067
2015-07-19 05:00:00,2015-07-19,5,0.0114
2015-07-19 06:00:00,2015-07-19,6,0.0156
2015-07-19 07:00:00,2015-07-19,7,0.0187
2015-07-19 08:00:00,2015-07-19,8,0.0283
2015-07-19 09:00:00,2015-07-19,9,0.0361
2015-07-19 10:00:00,2015-07-19,10,0.0427
2015-07-19 11:00:00,2015-07-19,11,0.0439
2015-07-19 12:00:00,2015-07-19,12,0.0469
2015-07-19 13:00:00,2015-07-19,13,0.0483
2015-07-19 14:00:00,2015-07-19,14,0.0471
2015-07-19 15:00:00,2015-07-19,15,0.0476
2015-07-19 16:00:00,2015-07-19,16,0.0468
2015-07-19 17:00:00,2015-07-19,17,0.0479
2015-07-19 18:00:00,2015-07-19,18,0.0424
2015-07-19 19:00:00,2015-07-19,19,0.04
2015-07-19 20:00:00,2015-07-19,20,0.0397
2015-07-19 21:00:00,2015-07-19,21,0.0335
2015-07-19 22:00:00,2015-07-19,22,0.025
2015-07-19 23:00:00,2015-07-19,23,0.0165
2015-07-20,2015-07-20,0,0.0077
2015-07-20 01:00:00,2015-07-20,1,0.005
2015-07-20 02:00:00,2015-07-20,2,0.0049
2015-07-20 03:00:00,2015-07-20,3,0.0098
2015-07-20 04:00:00,2015-07-20,4,0.024
2015-07-20 05:00:00,2015-07-20,5,0.067
2015-07-20 06:00:00,2015-07-20,6,0.085
2015-07-20 07:00:00,2015-07-20,7,0.1624
2015-07-20 08:00:00,2015-07-20,8,0.0823
2015-07-20 09:00:00,2015-07-20,9,0.0814
2015-07-20 10:00:00,2015-07-20,10,0.0685
2015-07-20 11:00:00,2015-07-20,11,0.0561
2015-07-20 12:00:00,2015-07-20,12,0.0554
2015-07-20 13:00:00,2015-07-20,13,0.0586
2015-07-20 14:00:00,2015-07-20,14,0.0491
2015-07-20 15:00:00,2015-07-20,15,0.0415
2015-07-20 16:00:00,2015-07-20,16,0.0368
2015-07-20 17:00:00,2015-07-20,17,0.0349
2015-07-20 18:00:00,2015-07-20,18,0.0303
2015-07-20 19:00:00,2015-07-20,19,0.0292
2015-07-20 20:00:00,2015-07-20,20,0.0254
2015-07-20 21:00:00,2015-07-20,21,0.0264
2015-07-20 22:00:00,2015-07-20,22,0.0208
2015-07-20 23:00:00,2015-07-20,23,0.0127
2015-07-21,2015-07-21,0,0.0068
2015-07-21 01:00:00,2015-07-21,1,0.0047
2015-07-21 02:00:00,2015-07-21,2,0.0051
2015-07-21 03:00:00,2015-07-21,3,0.01
2015-07-21 04:00:00,2015-07-21,4,0.0271
2015-07-21 05:00:00,2015-07-21,5,0.0722
2015-07-21 06:00:00,2015-07-21,6,0.1362
2015-07-21 07:00:00,2015-07-21,7,0.1516
2015-07-21 08:00:00,2015-07-21,8,0.2901
2015-07-21 09:00:00,2015-07-21,9,0.2559
2015-07-21 10:00:00,2015-07-21,10,0.0691
2015-07-21 11:00:00,2015-07-21,11,0.0542
2015-07-21 12:00:00,2015-07-21,12,0.0541
2015-07-21 13:00:00,2015-07-21,13,0.0552
2015-07-21 14:00:00,2015-07-21,14,0.0544
2015-07-21 15:00:00,2015-07-21,15,0.0423
2015-07-21 16:00:00,2015-07-21,16,0.038
2015-07-21 17:00:00,2015-07-21,17,0.0354
2015-07-21 18:00:00,2015-07-21,18,0.0318
2015-07-21 19:00:00,2015-07-21,19,0.0297
2015-07-21 20:00:00,2015-07-21,20,0.0262
2015-07-21 21:00:00,2015-07-21,21,0.0249
2015-07-21 22:00:00,2015-07-21,22,0.02
2015-07-21 23:00:00,2015-07-21,23,0.013
2015-07-22,2015-07-22,0,0.0068
2015-07-22 01:00:00,2015-07-22,1,0.0055
2015-07-22 02:00:00,2015-07-22,2,0.0056
2015-07-22 03:00:00,2015-07-22,3,0.0094
2015-07-22 04:00:00,2015-07-22,4,0.0269
2015-07-22 05:00:00,2015-07-22,5,0.0698
2015-07-22 06:00:00,2015-07-22,6,0.1478
2015-07-22 07:00:00,2015-07-22,7,0.2847
2015-07-22 08:00:00,2015-07-22,8,0.297
2015-07-22 09:00:00,2015-07-22,9,0.3648
2015-07-22 10:00:00,2015-07-22,10,0.1348
2015-07-22 11:00:00,2015-07-22,11,0.0543
2015-07-22 12:00:00,2015-07-22,12,0.057
2015-07-22 13:00:00,2015-07-22,13,0.0594
2015-07-22 14:00:00,2015-07-22,14,0.0537
2015-07-22 15:00:00,2015-07-22,15,0.0439
2015-07-22 16:00:00,2015-07-22,16,0.0385
2015-07-22 17:00:00,2015-07-22,17,0.039
2015-07-22 18:00:00,2015-07-22,18,0.0332
2015-07-22 19:00:00,2015-07-22,19,0.0297
2015-07-22 20:00:00,2015-07-22,20,0.027
2015-07-22 21:00:00,2015-07-22,21,0.0262
2015-07-22 22:00:00,2015-07-22,22,0.0222
2015-07-22 23:00:00,2015-07-22,23,0.0114
2015-07-23,2015-07-23,0,0.0073
2015-07-23 01:00:00,2015-07-23,1,0.0044
2015-07-23 02:00:00,2015-07-23,2,0.0051
2015-07-23 03:00:00,2015-07-23,3,0.0103
2015-07-23 04:00:00,2015-07-23,4,0.0277
2015-07-23 05:00:00,2015-07-23,5,0.0696
2015-07-23 06:00:00,2015-07-23,6,0.1374
2015-07-23 07:00:00,2015-07-23,7,0.2154
2015-07-23 08:00:00,2015-07-23,8,0.2589
2015-07-23 09:00:00,2015-07-23,9,0.1732
2015-07-23 10:00:00,2015-07-23,10,0.0707
2015-07-23 11:00:00,2015-07-23,11,0.059
2015-07-23 12:00:00,2015-07-23,12,0.0559
2015-07-23 13:00:00,2015-07-23,13,0.0593
2015-07-23 14:00:00,2015-07-23,14,0.0531
2015-07-23 15:00:00,2015-07-23,15,0.0439
2015-07-23 16:00:00,2015-07-23,16,0.0384
2015-07-23 17:00:00,2015-07-23,17,0.039
2015-07-23 18:00:00,2015-07-23,18,0.0345
2015-07-23 19:00:00,2015-07-23,19,0.0315
2015-07-23 20:00:00,2015-07-23,20,0.0282
2015-07-23 21:00:00,2015-07-23,21,0.0284
2015-07-23 22:00:00,2015-07-23,22,0.0226
2015-07-23 23:00:00,2015-07-23,23,0.0142
2015-07-24,2015-07-24,0,0.0081
2015-07-24 01:00:00,2015-07-24,1,0.0055
2015-07-24 02:00:00,2015-07-24,2,0.006
2015-07-24 03:00:00,2015-07-24,3,0.0097
2015-07-24 04:00:00,2015-07-24,4,0.025
2015-07-24 05:00:00,2015-07-24,5,0.0647
2015-07-24 06:00:00,2015-07-24,6,0.0877
2015-07-24 07:00:00,2015-07-24,7,0.1169
2015-07-24 08:00:00,2015-07-24,8,0.0906
2015-07-24 09:00:00,2015-07-24,9,0.0788
2015-07-24 10:00:00,2015-07-24,10,0.0754
2015-07-24 11:00:00,2015-07-24,11,0.0627
2015-07-24 12:00:00,2015-07-24,12,0.0573
2015-07-24 13:00:00,2015-07-24,13,0.0637
2015-07-24 14:00:00,2015-07-24,14,0.0625
2015-07-24 15:00:00,2015-07-24,15,0.0469
2015-07-24 16:00:00,2015-07-24,16,0.0422
2015-07-24 17:00:00,2015-07-24,17,0.0414
2015-07-24 18:00:00,2015-07-24,18,0.0388
2015-07-24 19:00:00,2015-07-24,19,0.0361
2015-07-24 20:00:00,2015-07-24,20,0.0349
2015-07-24 21:00:00,2015-07-24,21,0.0321
2015-07-24 22:00:00,2015-07-24,22,0.028
2015-07-24 23:00:00,2015-07-24,23,0.0186
2015-07-25,2015-07-25,0,0.0111
2015-07-25 01:00:00,2015-07-25,1,0.0084
2015-07-25 02:00:00,2015-07-25,2,0.0068
2015-07-25 03:00:00,2015-07-25,3,0.007
2015-07-25 04:00:00,2015-07-25,4,0.0122
2015-07-25 05:00:00,2015-07-25,5,0.025
2015-07-25 06:00:00,2015-07-25,6,0.0307
2015-07-25 07:00:00,2015-07-25,7,0.0416
2015-07-25 08:00:00,2015-07-25,8,0.0523
2015-07-25 09:00:00,2015-07-25,9,0.0573
2015-07-25 10:00:00,2015-07-25,10,0.0602
2015-07-25 11:00:00,2015-07-25,11,0.0621
2015-07-25 12:00:00,2015-07-25,12,0.053
2015-07-25 13:00:00,2015-07-25,13,0.0519
2015-07-25 14:00:00,2015-07-25,14,0.0539
2015-07-25 15:00:00,2015-07-25,15,0.0537
2015-07-25 16:00:00,2015-07-25,16,0.0534
2015-07-25 17:00:00,2015-07-25,17,0.0503
2015-07-25 18:00:00,2015-07-25,18,0.0508
2015-07-25 19:00:00,2015-07-25,19,0.0454
2015-07-25 20:00:00,2015-07-25,20,0.0412
2015-07-25 21:00:00,2015-07-25,21,0.0387
2015-07-25 22:00:00,2015-07-25,22,0.0326
2015-07-25 23:00:00,2015-07-25,23,0.0224
2015-07-26,2015-07-26,0,0.0121
2015-07-26 01:00:00,2015-07-26,1,0.0084
2015-07-26 02:00:00,2015-07-26,2,0.0057
2015-07-26 03:00:00,2015-07-26,3,0.0054
2015-07-26 04:00:00,2015-07-26,4,0.0077
2015-07-26 05:00:00,2015-07-26,5,0.0138
2015-07-26 06:00:00,2015-07-26,6,0.0169
2015-07-26 07:00:00,2015-07-26,7,0.0204
2015-07-26 08:00:00,2015-07-26,8,0.0294
2015-07-26 09:00:00,2015-07-26,9,0.0413
2015-07-26 10:00:00,2015-07-26,10,0.0465
2015-07-26 11:00:00,2015-07-26,11,0.0492
2015-07-26 12:00:00,2015-07-26,12,0.0479
2015-07-26 13:00:00,2015-07-26,13,0.0493
2015-07-26 14:00:00,2015-07-26,14,0.0505
2015-07-26 15:00:00,2015-07-26,15,0.0529
2015-07-26 16:00:00,2015-07-26,16,0.0534
2015-07-26 17:00:00,2015-07-26,17,0.0484
2015-07-26 18:00:00,2015-07-26,18,0.0428
2015-07-26 19:00:00,2015-07-26,19,0.0429
2015-07-26 20:00:00,2015-07-26,20,0.043
2015-07-26 21:00:00,2015-07-26,21,0.0398
2015-07-26 22:00:00,2015-07-26,22,0.0278
2015-07-26 23:00:00,2015-07-26,23,0.0162
2015-07-27,2015-07-27,0,0.009
2015-07-27 01:00:00,2015-07-27,1,0.0061
2015-07-27 02:00:00,2015-07-27,2,0.006
2015-07-27 03:00:00,2015-07-27,3,0.0101
2015-07-27 04:00:00,2015-07-27,4,0.0253
2015-07-27 05:00:00,2015-07-27,5,0.07
2015-07-27 06:00:00,2015-07-27,6,0.1058
2015-07-27 07:00:00,2015-07-27,7,0.2431
2015-07-27 08:00:00,2015-07-27,8,0.1613
2015-07-27 09:00:00,2015-07-27,9,0.1333
2015-07-27 10:00:00,2015-07-27,10,0.0669
2015-07-27 11:00:00,2015-07-27,11,0.0583
2015-07-27 12:00:00,2015-07-27,12,0.0549
2015-07-27 13:00:00,2015-07-27,13,0.061
2015-07-27 14:00:00,2015-07-27,14,0.0521
2015-07-27 15:00:00,2015-07-27,15,0.0432
2015-07-27 16:00:00,2015-07-27,16,0.0381
2015-07-27 17:00:00,2015-07-27,17,0.0377
2015-07-27 18:00:00,2015-07-27,18,0.0312
2015-07-27 19:00:00,2015-07-27,19,0.0295
2015-07-27 20:00:00,2015-07-27,20,0.0274
2015-07-27 21:00:00,2015-07-27,21,0.0222
2015-07-27 22:00:00,2015-07-27,22,0.0187
2015-07-27 23:00:00,2015-07-27,23,0.0119
2015-07-28,2015-07-28,0,0.0068
2015-07-28 01:00:00,2015-07-28,1,0.0046
2015-07-28 02:00:00,2015-07-28,2,0.0055
2015-07-28 03:00:00,2015-07-28,3,0.0101
2015-07-28 04:00:00,2015-07-28,4,0.0269
2015-07-28 05:00:00,2015-07-28,5,0.0715
2015-07-28 06:00:00,2015-07-28,6,0.1216
2015-07-28 07:00:00,2015-07-28,7,0.2949
2015-07-28 08:00:00,2015-07-28,8,0.3288
2015-07-28 09:00:00,2015-07-28,9,0.2911
2015-07-28 10:00:00,2015-07-28,10,0.2319
2015-07-28 11:00:00,2015-07-28,11,0.0539
2015-07-28 12:00:00,2015-07-28,12,0.0545
2015-07-28 13:00:00,2015-07-28,13,0.0553
2015-07-28 14:00:00,2015-07-28,14,0.0496
2015-07-28 15:00:00,2015-07-28,15,0.042
2015-07-28 16:00:00,2015-07-28,16,0.038
2015-07-28 17:00:00,2015-07-28,17,0.037
2015-07-28 18:00:00,2015-07-28,18,0.0312
2015-07-28 19:00:00,2015-07-28,19,0.031
2015-07-28 20:00:00,2015-07-28,20,0.0276
2015-07-28 21:00:00,2015-07-28,21,0.0258
2015-07-28 22:00:00,2015-07-28,22,0.0191
2015-07-28 23:00:00,2015-07-28,23,0.0124
2015-07-29,2015-07-29,0,0.0069
2015-07-29 01:00:00,2015-07-29,1,0.0054
2015-07-29 02:00:00,2015-07-29,2,0.0049
2015-07-29 03:00:00,2015-07-29,3,0.0098
2015-07-29 04:00:00,2015-07-29,4,0.0271
2015-07-29 05:00:00,2015-07-29,5,0.0723
2015-07-29 06:00:00,2015-07-29,6,0.1262
2015-07-29 07:00:00,2015-07-29,7,0.2744
2015-07-29 08:00:00,2015-07-29,8,0.3509
2015-07-29 09:00:00,2015-07-29,9,0.3533
2015-07-29 10:00:00,2015-07-29,10,0.1801
2015-07-29 11:00:00,2015-07-29,11,0.055
2015-07-29 12:00:00,2015-07-29,12,0.0506
2015-07-29 13:00:00,2015-07-29,13,0.0566
2015-07-29 14:00:00,2015-07-29,14,0.0486
2015-07-29 15:00:00,2015-07-29,15,0.0418
2015-07-29 16:00:00,2015-07-29,16,0.0373
2015-07-29 17:00:00,2015-07-29,17,0.0368
2015-07-29 18:00:00,2015-07-29,18,0.0343
2015-07-29 19:00:00,2015-07-29,19,0.0309
2015-07-29 20:00:00,2015-07-29,20,0.0272
2015-07-29 21:00:00,2015-07-29,21,0.0272
2015-07-29 22:00:00,2015-07-29,22,0.0209
2015-07-29 23:00:00,2015-07-29,23,0.013
2015-07-30,2015-07-30,0,0.0071
2015-07-30 01:00:00,2015-07-30,1,0.0049
2015-07-30 02:00:00,2015-07-30,2,0.0047
2015-07-30 03:00:00,2015-07-30,3,0.0102
2015-07-30 04:00:00,2015-07-30,4,0.0278
2015-07-30 05:00:00,2015-07-30,5,0.0718
2015-07-30 06:00:00,2015-07-30,6,0.1394
2015-07-30 07:00:00,2015-07-30,7,0.2693
2015-07-30 08:00:00,2015-07-30,8,0.0937
2015-07-30 09:00:00,2015-07-30,9,0.0825
2015-07-30 10:00:00,2015-07-30,10,0.0675
2015-07-30 11:00:00,2015-07-30,11,0.0582
2015-07-30 12:00:00,2015-07-30,12,0.0554
2015-07-30 13:00:00,2015-07-30,13,0.0604
2015-07-30 14:00:00,2015-07-30,14,0.0514
2015-07-30 15:00:00,2015-07-30,15,0.0415
2015-07-30 16:00:00,2015-07-30,16,0.0382
2015-07-30 17:00:00,2015-07-30,17,0.0409
2015-07-30 18:00:00,2015-07-30,18,0.0353
2015-07-30 19:00:00,2015-07-30,19,0.0351
2015-07-30 20:00:00,2015-07-30,20,0.0279
2015-07-30 21:00:00,2015-07-30,21,0.0253
2015-07-30 22:00:00,2015-07-30,22,0.0221
2015-07-30 23:00:00,2015-07-30,23,0.014
2015-07-31,2015-07-31,0,0.0084
2015-07-31 01:00:00,2015-07-31,1,0.0056
2015-07-31 02:00:00,2015-07-31,2,0.0056
2015-07-31 03:00:00,2015-07-31,3,0.0104
2015-07-31 04:00:00,2015-07-31,4,0.0262
2015-07-31 05:00:00,2015-07-31,5,0.0713
2015-07-31 06:00:00,2015-07-31,6,0.0874
2015-07-31 07:00:00,2015-07-31,7,0.085
2015-07-31 08:00:00,2015-07-31,8,0.0822
2015-07-31 09:00:00,2015-07-31,9,0.0849
2015-07-31 10:00:00,2015-07-31,10,0.0748
2015-07-31 11:00:00,2015-07-31,11,0.0624
2015-07-31 12:00:00,2015-07-31,12,0.0631
2015-07-31 13:00:00,2015-07-31,13,0.0638
